user_id,session_id,event_name,event_timestamp,cart_value,cart_item_count,app_version,is_checkout_redesign,traffic_source
u0038,s00071,payment,2026-06-16 12:47:48,156.29,1,5.1.3,0,paid
u0038,s00071,purchase,2026-06-16 13:04:11,156.29,1,5.1.3,0,paid
u0039,s00072,cart,2026-06-23 09:27:00,111.62,2,5.1.3,0,paid
u0039,s00072,checkout,2026-06-23 09:31:05,111.62,2,5.1.3,0,push
u0039,s00072,payment,2026-06-23 09:41:33,111.62,2,5.1.3,0,paid
u0039,s00072,purchase,2026-06-23 09:48:17,111.62,2,5.1.3,0,organic
u0039,s00073,cart,2026-07-02 19:55:00,164.80,5,5.2.0,1,organic
u0040,s00074,cart,2026-07-21 14:23:00,96.25,6,5.2.0,1,paid
u0040,s00074,checkout,2026-07-21 14:28:38,96.25,6,5.2.0,1,organic
u0041,s00075,cart,2026-07-21 13:23:00,73.85,5,5.2.0,1,organic
u0041,s00075,checkout,2026-07-21 13:38:23,73.85,5,5.2.0,1,push
u0041,s00075,payment,2026-07-21 13:41:59,73.85,5,5.2.0,1,paid
u0041,s00075,purchase,2026-07-21 13:55:19,73.85,5,5.2.0,1,push
u0042,s00076,cart,2026-06-10 19:11:00,93.84,4,5.1.3,0,paid
u0043,s00077,cart,2026-06-16 17:18:00,127.36,4,5.1.3,0,paid
u0043,s00078,cart,2026-06-24 10:57:00,130.70,1,5.1.3,0,push
u0043,s00078,checkout,2026-06-24 11:00:35,130.70,1,5.1.3,0,paid
u0043,s00078,payment,2026-06-24 11:10:45,130.70,1,5.1.3,0,paid
u0043,s00078,purchase,2026-06-24 11:27:59,130.70,1,5.1.3,0,organic
u0044,s00079,cart,2026-06-17 20:31:00,12.52,5,5.1.3,0,paid
u0044,s00079,checkout,2026-06-17 20:49:08,12.52,5,5.1.3,0,paid
u0044,s00079,payment,2026-06-17 20:52:27,12.52,5,5.1.3,0,organic
u0044,s00079,purchase,2026-06-17 21:09:00,12.52,5,5.1.3,0,organic
u0045,s00080,cart,2026-06-12 10:20:00,118.48,4,5.1.3,0,organic
u0045,s00080,checkout,2026-06-12 10:32:08,118.48,4,5.1.3,0,paid
u0045,s00080,payment,2026-06-12 10:38:57,118.48,4,5.1.3,0,paid
u0045,s00080,purchase,2026-06-12 10:41:04,118.48,4,5.1.3,0,paid
u0045,s00081,cart,2026-07-06 10:20:00,168.77,2,5.2.0,1,push
u0045,s00081,checkout,2026-07-06 10:37:18,168.77,2,5.2.0,1,organic
u0046,s00082,cart,2026-06-18 10:40:00,60.09,5,5.1.3,0,organic
u0046,s00082,checkout,2026-06-18 10:46:37,60.09,5,5.1.3,0,paid
u0046,s00083,cart,2026-06-29 13:53:00,166.92,1,5.1.3,0,organic
u0046,s00084,cart,2026-06-28 12:41:00,44.26,5,5.1.3,0,organic
u0046,s00084,checkout,2026-06-28 12:42:31,44.26,5,5.1.3,0,paid
u0046,s00084,payment,2026-06-28 12:53:01,44.26,5,5.1.3,0,paid
u0046,s00084,purchase,2026-06-28 13:06:20,44.26,5,5.1.3,0,organic
u0047,s00085,cart,2026-06-15 15:26:00,91.29,2,5.1.3,0,push
u0047,s00085,checkout,2026-06-15 15:37:45,91.29,2,5.1.3,0,push
u0047,s00085,payment,2026-06-15 15:50:10,91.29,2,5.1.3,0,paid
u0047,s00085,purchase,2026-06-15 16:07:45,91.29,2,5.1.3,0,organic
u0048,s00086,cart,2026-07-04 12:28:00,50.64,1,5.2.0,1,organic
u0048,s00086,checkout,2026-07-04 12:41:39,50.64,1,5.2.0,1,organic
u0048,s00087,cart,2026-06-15 21:20:00,168.61,6,5.1.3,0,push
u0049,s00088,cart,2026-07-17 15:31:00,159.20,4,5.2.0,1,organic
u0050,s00089,cart,2026-07-08 11:37:00,68.70,1,5.2.0,1,push
u0050,s00089,checkout,2026-07-08 11:53:18,68.70,1,5.2.0,1,paid
u0050,s00090,cart,2026-07-05 22:16:00,133.13,4,5.2.0,1,push
u0051,s00091,cart,2026-06-16 13:35:00,57.64,4,5.1.3,0,paid
u0051,s00091,checkout,2026-06-16 13:53:17,57.64,4,5.1.3,0,paid
u0051,s00091,payment,2026-06-16 13:57:25,57.64,4,5.1.3,0,organic
u0051,s00091,purchase,2026-06-16 14:09:00,57.64,4,5.1.3,0,push
u0052,s00092,cart,2026-07-17 14:32:00,14.92,1,5.2.0,1,paid
u0052,s00092,checkout,2026-07-17 14:48:33,14.92,1,5.2.0,1,organic
u0053,s00093,cart,2026-07-20 13:10:00,75.59,5,5.2.0,1,push
u0053,s00093,checkout,2026-07-20 13:27:32,75.59,5,5.2.0,1,paid
u0053,s00093,payment,2026-07-20 13:38:02,75.59,5,5.2.0,1,organic
u0053,s00093,purchase,2026-07-20 13:42:28,75.59,5,5.2.0,1,paid
u0053,s00094,cart,2026-07-21 08:38:00,89.63,6,5.2.0,1,paid
u0053,s00094,checkout,2026-07-21 08:40:37,89.63,6,5.2.0,1,organic
u0053,s00095,cart,2026-06-29 20:53:00,73.39,6,5.1.3,0,paid
u0054,s00096,cart,2026-07-01 15:20:00,80.03,4,5.2.0,1,paid
u0054,s00096,checkout,2026-07-01 15:36:47,80.03,4,5.2.0,1,organic
u0054,s00096,payment,2026-07-01 15:54:00,80.03,4,5.2.0,1,paid
u0054,s00096,purchase,2026-07-01 16:10:33,80.03,4,5.2.0,1,organic
u0054,s00097,cart,2026-07-06 15:58:00,99.70,5,5.2.0,1,push
u0054,s00097,checkout,2026-07-06 16:07:39,99.70,5,5.2.0,1,organic
u0054,s00098,cart,2026-07-18 12:14:00,169.94,3,5.2.0,1,push
u0054,s00098,checkout,2026-07-18 12:30:20,169.94,3,5.2.0,1,organic
u0054,s00098,payment,2026-07-18 12:39:38,169.94,3,5.2.0,1,organic
u0054,s00098,purchase,2026-07-18 12:58:02,169.94,3,5.2.0,1,organic
u0055,s00099,cart,2026-06-14 12:02:00,57.47,6,5.1.3,0,organic
u0055,s00099,checkout,2026-06-14 12:17:41,57.47,6,5.1.3,0,push
u0055,s00099,payment,2026-06-14 12:24:53,57.47,6,5.1.3,0,paid
u0055,s00099,purchase,2026-06-14 12:43:37,57.47,6,5.1.3,0,push
u0055,s00100,cart,2026-07-20 19:37:00,49.16,1,5.2.0,1,paid
u0056,s00101,cart,2026-07-14 13:45:00,89.25,6,5.2.0,1,paid
u0057,s00102,cart,2026-06-15 14:41:00,168.83,4,5.1.3,0,organic
u0057,s00102,checkout,2026-06-15 14:51:20,168.83,4,5.1.3,0,push
u0057,s00102,payment,2026-06-15 14:55:01,168.83,4,5.1.3,0,paid
u0057,s00102,purchase,2026-06-15 14:57:12,168.83,4,5.1.3,0,organic
u0057,s00103,cart,2026-06-15 22:58:00,14.25,4,5.1.3,0,organic
u0057,s00104,cart,2026-06-19 22:02:00,9.59,5,5.1.3,0,paid
u0058,s00105,cart,2026-07-21 16:33:00,92.95,2,5.2.0,1,paid
u0058,s00105,checkout,2026-07-21 16:40:07,92.95,2,5.2.0,1,push
u0058,s00106,cart,2026-07-09 19:11:00,10.42,3,5.2.0,1,push
u0058,s00106,checkout,2026-07-09 19:18:11,10.42,3,5.2.0,1,paid
u0058,s00106,payment,2026-07-09 19:31:38,10.42,3,5.2.0,1,paid
u0058,s00106,purchase,2026-07-09 19:45:20,10.42,3,5.2.0,1,organic
u0059,s00107,cart,2026-06-25 13:59:00,50.66,3,5.1.3,0,organic
u0060,s00108,cart,2026-06-19 17:46:00,106.53,3,5.1.3,0,push
u0060,s00108,checkout,2026-06-19 17:48:42,106.53,3,5.1.3,0,organic
u0060,s00108,payment,2026-06-19 17:55:07,106.53,3,5.1.3,0,paid
u0060,s00108,purchase,2026-06-19 18:05:51,106.53,3,5.1.3,0,organic
u0060,s00109,cart,2026-06-19 13:39:00,45.99,2,5.1.3,0,organic
u0061,s00110,cart,2026-06-21 14:44:00,102.47,4,5.1.3,0,paid
u0061,s00110,checkout,2026-06-21 14:51:48,102.47,4,5.1.3,0,paid
u0061,s00110,payment,2026-06-21 14:55:21,102.47,4,5.1.3,0,organic
u0061,s00110,purchase,2026-06-21 15:07:25,102.47,4,5.1.3,0,paid
u0061,s00111,cart,2026-07-18 22:32:00,42.77,5,5.2.0,1,paid
u0061,s00112,cart,2026-06-24 09:43:00,43.33,5,5.1.3,0,organic
u0062,s00113,cart,2026-07-02 15:08:00,96.28,4,5.2.0,1,paid
u0062,s00114,cart,2026-07-10 19:01:00,76.10,1,5.2.0,1,paid
u0062,s00114,checkout,2026-07-10 19:03:27,76.10,1,5.2.0,1,push
u0062,s00114,payment,2026-07-10 19:21:30,76.10,1,5.2.0,1,organic
u0062,s00114,purchase,2026-07-10 19:37:32,76.10,1,5.2.0,1,push
u0062,s00115,cart,2026-07-05 20:41:00,176.27,6,5.2.0,1,organic
u0062,s00115,checkout,2026-07-05 20:54:28,176.27,6,5.2.0,1,organic
u0062,s00115,payment,2026-07-05 21:12:36,176.27,6,5.2.0,1,push
u0063,s00116,cart,2026-07-05 19:14:00,151.59,1,5.2.0,1,push
u0063,s00116,checkout,2026-07-05 19:32:27,151.59,1,5.2.0,1,paid
u0063,s00116,payment,2026-07-05 19:40:42,151.59,1,5.2.0,1,organic
u0063,s00116,purchase,2026-07-05 19:49:54,151.59,1,5.2.0,1,organic
u0063,s00117,cart,2026-07-14 17:49:00,169.03,1,5.2.0,1,paid
u0063,s00118,cart,2026-07-02 15:38:00,123.59,1,5.2.0,1,paid
u0063,s00118,checkout,2026-07-02 15:51:28,123.59,1,5.2.0,1,paid
u0063,s00118,payment,2026-07-02 15:53:36,123.59,1,5.2.0,1,paid
u0063,s00118,purchase,2026-07-02 16:02:22,123.59,1,5.2.0,1,paid
u0064,s00119,cart,2026-06-20 11:19:00,158.72,6,5.1.3,0,paid
u0064,s00120,cart,2026-07-02 16:37:00,159.31,2,5.2.0,1,organic
u0064,s00120,checkout,2026-07-02 16:39:22,159.31,2,5.2.0,1,organic
u0064,s00120,payment,2026-07-02 16:51:06,159.31,2,5.2.0,1,organic
u0064,s00120,purchase,2026-07-02 17:01:30,159.31,2,5.2.0,1,paid
u0065,s00121,cart,2026-07-08 12:54:00,129.70,4,5.2.0,1,organic
u0065,s00121,checkout,2026-07-08 13:08:35,129.70,4,5.2.0,1,paid
u0065,s00122,cart,2026-07-07 13:41:00,21.60,4,5.2.0,1,push
u0065,s00123,cart,2026-06-16 08:17:00,72.87,5,5.1.3,0,paid
